Car_Number,Arrive,Depart,Wait,Direction
7234,53752,53756,4,E
7235,53760,53760,0,W
7236,53762,53764,2,N
7237,53767,53768,1,S
7238,53768,53772,4,E
7239,53772,53776,4,W
7240,53784,53784,0,E
7241,53784,53788,4,W
7242,53785,53792,7,N
7243,53793,53796,3,S
7244,53796,53800,4,W
7245,53800,53804,4,E
7246,53808,53808,0,N
7247,53808,53812,4,W
7248,53816,53816,0,E
7249,53819,53820,1,S
7250,53820,53824,4,W
7251,53831,53832,1,N
7252,53832,53836,4,E
7253,53832,53840,8,W
7254,53844,53844,0,W
7255,53845,53848,3,S
7256,53848,53852,4,E
7257,53854,53856,2,N
7258,53856,53860,4,W
7259,53864,53864,0,E
7260,53868,53868,0,W
7261,53871,53872,1,S
7262,53877,53880,3,N
7263,53880,53884,4,E
7264,53880,53888,8,W
7265,53892,53892,0,W
7266,53896,53896,0,E
7267,53897,53900,3,S
7268,53900,53904,4,N
7269,53904,53908,4,W
7270,53912,53912,0,E
7271,53916,53916,0,W
7272,53923,53924,1,S
7273,53923,53928,5,N
7274,53928,53932,4,E
7275,53928,53936,8,W
7276,53940,53940,0,W
7277,53944,53944,0,E
7278,53946,53948,2,N
7279,53949,53952,3,S
7280,53952,53956,4,W
7281,53960,53960,0,E
7282,53964,53964,0,W
7283,53969,53972,3,N
7284,53975,53976,1,S
7285,53976,53980,4,E
7286,53976,53984,8,W
7287,53988,53988,0,W
7288,53992,53992,0,N
7289,53992,53996,4,E
7290,54000,54000,0,W
7291,54001,54004,3,S
7292,54008,54008,0,E
7293,54011,54012,1,W
7294,54015,54016,1,N
7295,54022,54024,2,E
7296,54022,54028,6,W
7297,54023,54032,9,S
7298,54033,54036,3,W
7299,54035,54040,5,N
7300,54036,54044,8,E
7301,54044,54048,4,W
7302,54045,54052,7,S
7303,54050,54056,6,E
7304,54055,54060,5,N
7305,54055,54064,9,W
7306,54064,54068,4,E
7307,54066,54072,6,W
7308,54067,54076,9,S
7309,54075,54080,5,N
7310,54077,54084,7,W
7311,54078,54088,10,E
7312,54088,54092,4,W
7313,54089,54096,7,S
7314,54092,54100,8,E
7315,54095,54104,9,N
7316,54099,54108,9,W
7317,54106,54112,6,E
7318,54110,54116,6,W
7319,54111,54120,9,S
7320,54115,54124,9,N
7321,54120,54128,8,E
7322,54121,54132,11,W
7323,54132,54136,4,W
7324,54133,54140,7,S
7325,54134,54144,10,E
7326,54135,54148,13,N
7327,54143,54152,9,W
7328,54148,54156,8,E
7329,54154,54160,6,W
7330,54155,54164,9,S
7331,54155,54168,13,N
7332,54162,54172,10,E
7333,54165,54176,11,W
7334,54175,54180,5,N
7335,54176,54184,8,E
7336,54176,54188,12,W
7337,54177,54192,15,S
7338,54187,54196,9,W
7339,54190,54200,10,E
7340,54195,54204,9,N
7341,54198,54208,10,W
7342,54199,54212,13,S
7343,54204,54216,12,E
7344,54209,54220,11,W
7345,54215,54224,9,N
7346,54218,54228,10,E
7347,54220,54232,12,W
7348,54221,54236,15,S
7350,54232,54240,8,E
7349,54231,54244,13,W
7351,54235,54248,13,N
7353,54243,54252,9,S
7352,54242,54256,14,W
7354,54246,54260,14,E
7356,54255,54264,9,N
7355,54253,54268,15,W
7357,54260,54272,12,E
7359,54265,54276,11,S
7358,54264,54280,16,W
7360,54274,54284,10,E
7361,54275,54288,13,N
7362,54275,54292,17,W
7364,54287,54296,9,S
7365,54288,54300,12,E
7363,54286,54304,18,W
7366,54295,54308,13,N
7368,54302,54312,10,E
7367,54297,54316,19,W
7370,54309,54320,11,S
7371,54315,54324,9,N
7372,54316,54328,12,E
7369,54308,54332,24,W
7374,54330,54336,6,E
7376,54331,54340,9,S
7373,54319,54344,25,W
7377,54335,54348,13,N
7379,54344,54352,8,E
7375,54330,54356,26,W
7381,54353,54360,7,S
7382,54355,54364,9,N
7378,54341,54368,27,W
7383,54358,54372,14,E
7380,54352,54376,24,W
7385,54372,54380,8,E
7387,54375,54384,9,S
7388,54375,54388,13,N
7384,54363,54392,29,W
7390,54386,54396,10,E
7386,54374,54400,26,W
7391,54395,54404,9,N
7393,54397,54408,11,S
7394,54400,54412,12,E
7389,54385,54416,31,W
7396,54414,54420,6,E
7397,54415,54424,9,N
7392,54396,54428,32,W
7399,54419,54432,13,S
7400,54428,54436,8,E
7395,54407,54440,33,W
7402,54435,54444,9,N
7398,54418,54448,30,W
7404,54441,54452,11,S
7405,54442,54456,14,E
7401,54429,54460,31,W
7407,54455,54464,9,N
7408,54456,54468,12,E
7403,54440,54472,32,W
7410,54463,54476,13,S
7411,54470,54480,10,E
7406,54451,54484,33,W
7413,54475,54488,13,N
7414,54484,54492,8,E
7409,54462,54496,34,W
7416,54485,54500,15,S
7417,54495,54504,9,N
7412,54473,54508,35,W
7419,54498,54512,14,E
7421,54507,54516,9,S
7415,54484,54520,36,W
7422,54512,54524,12,E
7423,54515,54528,13,N
7418,54495,54532,37,W
7425,54526,54536,10,E
7427,54529,54540,11,S
7420,54506,54544,38,W
7428,54535,54548,13,N
7430,54540,54552,12,E
7424,54517,54556,39,W
7432,54551,54560,9,S
7433,54554,54564,10,E
7434,54555,54568,13,N
7426,54528,54572,44,W
7436,54568,54576,8,E
7429,54539,54580,41,W
7438,54573,54584,11,S
7439,54575,54588,13,N
7431,54550,54592,42,W
7440,54582,54596,14,E
7435,54561,54600,39,W
7443,54595,54604,9,S
7444,54595,54608,13,N
7445,54596,54612,16,E
7437,54572,54616,44,W
7447,54610,54620,10,E
7448,54615,54624,9,N
7441,54583,54628,45,W
7450,54617,54632,15,S
7451,54624,54636,12,E
7442,54594,54640,46,W
7453,54635,54644,9,N
7454,54638,54648,10,E
7456,54639,54652,13,S
7446,54605,54656,51,W
7458,54652,54660,8,E
7459,54655,54664,9,N
7449,54616,54668,52,W
7461,54661,54672,11,S
7462,54666,54676,10,E
7452,54627,54680,53,W
7464,54675,54684,9,N
7465,54680,54688,8,E
7455,54638,54692,54,W
7467,54683,54696,13,S
7457,54649,54700,51,W
7469,54694,54704,10,E
7470,54695,54708,13,N
7460,54660,54712,52,W
7472,54705,54716,11,S
7473,54708,54720,12,E
7463,54671,54724,53,W
7474,54715,54728,13,N
7476,54722,54732,10,E
7466,54682,54736,54,W
7478,54727,54740,13,S
7479,54735,54744,9,N
7480,54736,54748,12,E
7468,54693,54752,59,W
7483,54749,54756,7,S
7484,54750,54760,10,E
7471,54704,54764,60,W
7485,54755,54768,13,N
7487,54764,54772,8,E
7475,54715,54776,61,W
7489,54771,54780,9,S
7490,54775,54784,9,N
7477,54726,54788,62,W
7491,54778,54792,14,E
7481,54737,54796,59,W
7493,54792,54800,8,E
7495,54793,54804,11,S
7496,54795,54808,13,N
7482,54748,54812,64,W
7498,54806,54816,10,E
7486,54759,54820,61,W
7500,54815,54824,9,S
7501,54815,54828,13,N
7502,54820,54832,12,E
7488,54770,54836,66,W
7504,54834,54840,6,E
7505,54835,54844,9,N
7492,54781,54848,67,W
7507,54837,54852,15,S
7509,54848,54856,8,E
7494,54792,54860,68,W
7510,54855,54864,9,N
7512,54859,54868,9,S
7497,54803,54872,69,W
7513,54862,54876,14,E
7499,54814,54880,66,W
7515,54875,54884,9,N
7516,54876,54888,12,E
7503,54825,54892,67,W
7518,54881,54896,15,S
7519,54890,54900,10,E
7506,54836,54904,68,W
7521,54895,54908,13,N
7523,54903,54912,9,S
7524,54904,54916,12,E
7508,54847,54920,73,W
7526,54915,54924,9,N
7527,54918,54928,10,E
7511,54858,54932,74,W
7529,54925,54936,11,S
7530,54932,54940,8,E
7514,54869,54944,75,W
7531,54935,54948,13,N
7517,54880,54952,72,W
7533,54946,54956,10,E
7535,54947,54960,13,S
7520,54891,54964,73,W
7536,54955,54968,13,N
7538,54960,54972,12,E
7522,54902,54976,74,W
7540,54969,54980,11,S
7541,54974,54984,10,E
7542,54975,54988,13,N
7525,54913,54992,79,W
7544,54988,54996,8,E
7546,54991,55000,9,S
7528,54924,55004,80,W
7547,54995,55008,13,N
7549,55002,55012,10,E
7532,54935,55016,81,W
7551,55013,55020,7,S
7552,55015,55024,9,N
7553,55016,55028,12,E
7534,54946,55032,86,W
7555,55030,55036,6,E
7537,54957,55040,83,W
7557,55035,55044,9,S
7558,55035,55048,13,N
7539,54968,55052,84,W
7559,55044,55056,12,E
7543,54979,55060,81,W
7561,55055,55064,9,N
7563,55057,55068,11,S
7564,55058,55072,14,E
7545,54990,55076,86,W
7566,55072,55080,8,E
7567,55075,55084,9,N
7548,55001,55088,87,W
7569,55079,55092,13,S
7570,55086,55096,10,E
7550,55012,55100,88,W
7572,55095,55104,9,N
7573,55100,55108,8,E
7554,55023,55112,89,W
7575,55101,55116,15,S
7556,55034,55120,86,W
7577,55114,55124,10,E
7578,55115,55128,13,N
7560,55045,55132,87,W
7580,55123,55136,13,S
7581,55128,55140,12,E
7562,55056,55144,88,W
7583,55135,55148,13,N
7584,55142,55152,10,E
7565,55067,55156,89,W
7586,55145,55160,15,S
7587,55155,55164,9,N
7589,55156,55168,12,E
7568,55078,55172,94,W
7591,55167,55176,9,S
7592,55170,55180,10,E
7571,55089,55184,95,W
7593,55175,55188,13,N
7595,55184,55192,8,E
7574,55100,55196,96,W
7597,55189,55200,11,S
7598,55195,55204,9,N
7576,55111,55208,97,W
7599,55198,55212,14,E
7579,55122,55216,94,W
7602,55211,55220,9,S
7603,55212,55224,12,E
7604,55215,55228,13,N
7582,55133,55232,99,W
7606,55226,55236,10,E
7585,55144,55240,96,W
7608,55233,55244,11,S
7609,55235,55248,13,N
7610,55240,55252,12,E
7588,55155,55256,101,W
7612,55254,55260,6,E
7614,55255,55264,9,S
7615,55255,55268,13,N
7590,55166,55272,106,W
7617,55268,55276,8,E
7594,55177,55280,103,W
7618,55275,55284,9,N
7620,55277,55288,11,S
7596,55188,55292,104,W
7621,55282,55296,14,E
7600,55199,55300,101,W
7623,55295,55304,9,N
7624,55296,55308,12,E
7626,55299,55312,13,S
7601,55210,55316,106,W
7628,55310,55320,10,E
7629,55315,55324,9,N
7605,55221,55328,107,W
7631,55321,55332,11,S
7632,55324,55336,12,E
7607,55232,55340,108,W
7634,55335,55344,9,N
7635,55338,55348,10,E
7611,55243,55352,109,W
7637,55343,55356,13,S
7638,55352,55360,8,E
7613,55254,55364,110,W
7640,55355,55368,13,N
7616,55265,55372,107,W
7642,55365,55376,11,S
7643,55366,55380,14,E
7619,55276,55384,108,W
7644,55375,55388,13,N
7646,55380,55392,12,E
7622,55287,55396,109,W
7648,55387,55400,13,S
7649,55394,55404,10,E
7650,55395,55408,13,N
7625,55298,55412,114,W
7652,55408,55416,8,E
7654,55409,55420,11,S
7627,55309,55424,115,W
7655,55415,55428,13,N
7657,55422,55432,10,E
7630,55320,55436,116,W
7659,55431,55440,9,S
7660,55435,55444,9,N
7661,55436,55448,12,E
7633,55331,55452,121,W
7663,55450,55456,6,E
7636,55342,55460,118,W
7665,55453,55464,11,S
7666,55455,55468,13,N
7639,55353,55472,119,W
7668,55464,55476,12,E
7641,55364,55480,116,W
7670,55475,55484,9,S
7671,55475,55488,13,N
7672,55478,55492,14,E
7645,55375,55496,121,W
7674,55492,55500,8,E
7675,55495,55504,9,N
7647,55386,55508,122,W
7677,55497,55512,15,S
7678,55506,55516,10,E
7651,55397,55520,123,W
7680,55515,55524,9,N
7682,55519,55528,9,S
7683,55520,55532,12,E
7653,55408,55536,128,W
7685,55534,55540,6,E
7686,55535,55544,9,N
7656,55419,55548,129,W
7688,55541,55552,11,S
7689,55548,55556,8,E
7658,55430,55560,130,W
7691,55555,55564,9,N
7662,55441,55568,127,W
7692,55562,55572,10,E
7694,55563,55576,13,S
7664,55452,55580,128,W
7696,55575,55584,9,N
7697,55576,55588,12,E
7667,55463,55592,129,W
7699,55585,55596,11,S
7700,55590,55600,10,E
7669,55474,55604,130,W
7701,55595,55608,13,N
7703,55604,55612,8,E
7673,55485,55616,131,W
7705,55607,55620,13,S
7706,55615,55624,9,N
7676,55496,55628,132,W
7708,55618,55632,14,E
7679,55507,55636,129,W
7710,55629,55640,11,S
7711,55632,55644,12,E
7712,55635,55648,13,N
7681,55518,55652,134,W
7714,55646,55656,10,E
7716,55651,55660,9,S
7684,55529,55664,135,W
7717,55655,55668,13,N
7718,55660,55672,12,E
7687,55540,55676,136,W
7721,55673,55680,7,S
7722,55674,55684,10,E
7723,55675,55688,13,N
7690,55551,55692,141,W
7725,55688,55696,8,E
7693,55562,55700,138,W
7727,55695,55704,9,S
7728,55695,55708,13,N
7695,55573,55712,139,W
7729,55702,55716,14,E
7698,55584,55720,136,W
7731,55715,55724,9,N
7732,55716,55728,12,E
7734,55717,55732,15,S
7702,55595,55736,141,W
7736,55730,55740,10,E
7737,55735,55744,9,N
7704,55606,55748,142,W
7739,55739,55752,13,S
7740,55744,55756,12,E
7707,55617,55760,143,W
7742,55755,55764,9,N
7743,55758,55768,10,E
7709,55628,55772,144,W
7745,55761,55776,15,S
7747,55772,55780,8,E
7713,55639,55784,145,W
7748,55775,55788,13,N
7750,55783,55792,9,S
7715,55650,55796,146,W
7751,55786,55800,14,E
7753,55795,55804,9,N
7719,55661,55808,147,W
7754,55800,55812,12,E
7756,55805,55816,11,S
7720,55672,55820,148,W
7757,55814,55824,10,E
7758,55815,55828,13,N
7724,55683,55832,149,W
7761,55827,55836,9,S
7762,55828,55840,12,E
7726,55694,55844,150,W
7763,55835,55848,13,N
7765,55842,55852,10,E
7730,55705,55856,151,W
7767,55849,55860,11,S
7768,55855,55864,9,N
7769,55856,55868,12,E
7733,55716,55872,156,W
7771,55870,55876,6,E
7773,55871,55880,9,S
7735,55727,55884,157,W
7774,55875,55888,13,N
7776,55884,55892,8,E
7738,55738,55896,158,W
7778,55893,55900,7,S
7779,55895,55904,9,N
7741,55749,55908,159,W
7780,55898,55912,14,E
7744,55760,55916,156,W
7782,55912,55920,8,E
7784,55915,55924,9,S
7785,55915,55928,13,N
7746,55771,55932,161,W
7787,55926,55936,10,E
7749,55782,55940,158,W
7788,55935,55944,9,N
7790,55937,55948,11,S
7791,55940,55952,12,E
7752,55793,55956,163,W
7793,55954,55960,6,E
7794,55955,55964,9,N
7755,55804,55968,164,W
7796,55959,55972,13,S
7797,55968,55976,8,E
7759,55815,55980,165,W
7799,55975,55984,9,N
7760,55826,55988,162,W
7801,55981,55992,11,S
7802,55982,55996,14,E
7764,55837,56000,163,W
7804,55995,56004,9,N
7805,55996,56008,12,E
7766,55848,56012,164,W
7807,56003,56016,13,S
7808,56010,56020,10,E
7770,55859,56024,165,W
7810,56015,56028,13,N
7811,56024,56032,8,E
7772,55870,56036,166,W
7813,56025,56040,15,S
7814,56035,56044,9,N
7775,55881,56048,167,W
7816,56038,56052,14,E
7818,56047,56056,9,S
7777,55892,56060,168,W
7819,56052,56064,12,E
7820,56055,56068,13,N
7781,55903,56072,169,W
7822,56066,56076,10,E
7824,56069,56080,11,S
7783,55914,56084,170,W
7825,56075,56088,13,N
7827,56080,56092,12,E
7786,55925,56096,171,W
7829,56091,56100,9,S
7830,56094,56104,10,E
7831,56095,56108,13,N
7789,55936,56112,176,W
7833,56108,56116,8,E
7792,55947,56120,173,W
7835,56113,56124,11,S
7836,56115,56128,13,N
7795,55958,56132,174,W
7837,56122,56136,14,E
7798,55969,56140,171,W
7840,56135,56144,9,S
7841,56135,56148,13,N
7842,56136,56152,16,E
7800,55980,56156,176,W
7844,56150,56160,10,E
7845,56155,56164,9,N
7803,55991,56168,177,W
7847,56157,56172,15,S
7848,56164,56176,12,E
7806,56002,56180,178,W
7850,56175,56184,9,N
7851,56178,56188,10,E
7853,56179,56192,13,S
7809,56013,56196,183,W
7855,56192,56200,8,E
7856,56195,56204,9,N
7812,56024,56208,184,W
7858,56201,56212,11,S
7859,56206,56216,10,E
7815,56035,56220,185,W
7861,56215,56224,9,N
7862,56220,56228,8,E
7817,56046,56232,186,W
7864,56223,56236,13,S
7821,56057,56240,183,W
7866,56234,56244,10,E
7867,56235,56248,13,N
7823,56068,56252,184,W
7869,56245,56256,11,S
7870,56248,56260,12,E
7826,56079,56264,185,W
7871,56255,56268,13,N
7873,56262,56272,10,E
7828,56090,56276,186,W
7875,56267,56280,13,S
7876,56275,56284,9,N
7877,56276,56288,12,E
7832,56101,56292,191,W
7880,56289,56296,7,S
7881,56290,56300,10,E
7834,56112,56304,192,W
7882,56295,56308,13,N
7884,56304,56312,8,E
7838,56123,56316,193,W
7886,56311,56320,9,S
7887,56315,56324,9,N
7839,56134,56328,194,W
7888,56318,56332,14,E
7843,56145,56336,191,W
7890,56332,56340,8,E
7892,56333,56344,11,S
7893,56335,56348,13,N
7846,56156,56352,196,W
7895,56346,56356,10,E
7849,56167,56360,193,W
7897,56355,56364,9,S
7898,56355,56368,13,N
7899,56360,56372,12,E
7852,56178,56376,198,W
7901,56374,56380,6,E
7902,56375,56384,9,N
7854,56189,56388,199,W
7904,56377,56392,15,S
7906,56388,56396,8,E
7857,56200,56400,200,W
7907,56395,56404,9,N
7909,56399,56408,9,S
7860,56211,56412,201,W
7910,56402,56416,14,E
7863,56222,56420,198,W
7912,56415,56424,9,N
7913,56416,56428,12,E
7865,56233,56432,199,W
7915,56421,56436,15,S
7916,56430,56440,10,E
7868,56244,56444,200,W
7918,56435,56448,13,N
7920,56443,56452,9,S
7921,56444,56456,12,E
7872,56255,56460,205,W
7923,56455,56464,9,N
7924,56458,56468,10,E
7874,56266,56472,206,W
7926,56465,56476,11,S
7927,56472,56480,8,E
7878,56277,56484,207,W
7928,56475,56488,13,N
7879,56288,56492,204,W
7930,56486,56496,10,E
7932,56487,56500,13,S
7883,56299,56504,205,W
7933,56495,56508,13,N
7935,56500,56512,12,E
7885,56310,56516,206,W
7937,56509,56520,11,S
7938,56514,56524,10,E
7939,56515,56528,13,N
7889,56321,56532,211,W
7941,56528,56536,8,E
7943,56531,56540,9,S
7891,56332,56544,212,W
7944,56535,56548,13,N
7946,56542,56552,10,E
7894,56343,56556,213,W
7948,56553,56560,7,S
7949,56555,56564,9,N
7950,56556,56568,12,E
7896,56354,56572,218,W
7952,56570,56576,6,E
7900,56365,56580,215,W
7954,56575,56584,9,S
7955,56575,56588,13,N
7903,56376,56592,216,W
7956,56584,56596,12,E
7905,56387,56600,213,W
7958,56595,56604,9,N
7960,56597,56608,11,S
7961,56598,56612,14,E
7908,56398,56616,218,W
7963,56612,56620,8,E
7964,56615,56624,9,N
7911,56409,56628,219,W
7966,56619,56632,13,S
7967,56626,56636,10,E
7914,56420,56640,220,W
7969,56635,56644,9,N
7970,56640,56648,8,E
7917,56431,56652,221,W
7972,56641,56656,15,S
7919,56442,56660,218,W
7974,56654,56664,10,E
7975,56655,56668,13,N
7922,56453,56672,219,W
7977,56663,56676,13,S
7978,56668,56680,12,E
7925,56464,56684,220,W
7980,56675,56688,13,N
7981,56682,56692,10,E
7929,56475,56696,221,W
7983,56685,56700,15,S
7984,56695,56704,9,N
7986,56696,56708,12,E
7931,56486,56712,226,W
7988,56707,56716,9,S
7989,56710,56720,10,E
7934,56497,56724,227,W
7990,56715,56728,13,N
7992,56724,56732,8,E
7936,56508,56736,228,W
7994,56729,56740,11,S
7995,56735,56744,9,N
7940,56519,56748,229,W
7996,56738,56752,14,E
7942,56530,56756,226,W
7999,56751,56760,9,S
8000,56752,56764,12,E
8001,56755,56768,13,N
7945,56541,56772,231,W
8003,56766,56776,10,E
7947,56552,56780,228,W
8005,56773,56784,11,S
8006,56775,56788,13,N
8007,56780,56792,12,E
7951,56563,56796,233,W
8009,56794,56800,6,E
8011,56795,56804,9,S
8012,56795,56808,13,N
7953,56574,56812,238,W
8014,56808,56816,8,E
7957,56585,56820,235,W
8015,56815,56824,9,N
8017,56817,56828,11,S
7959,56596,56832,236,W
8018,56822,56836,14,E
7962,56607,56840,233,W
8020,56835,56844,9,N
8021,56836,56848,12,E
8023,56839,56852,13,S
7965,56618,56856,238,W
8025,56850,56860,10,E
8026,56855,56864,9,N
7968,56629,56868,239,W
8028,56861,56872,11,S
8029,56864,56876,12,E
7971,56640,56880,240,W
8031,56875,56884,9,N
8032,56878,56888,10,E
7973,56651,56892,241,W
8034,56883,56896,13,S
8035,56892,56900,8,E
7976,56662,56904,242,W
8037,56895,56908,13,N
7979,56673,56912,239,W
8039,56905,56916,11,S
8040,56906,56920,14,E
7982,56684,56924,240,W
8041,56915,56928,13,N
8043,56920,56932,12,E
7985,56695,56936,241,W
8045,56927,56940,13,S
8046,56934,56944,10,E
8047,56935,56948,13,N
7987,56706,56952,246,W
8049,56948,56956,8,E
8051,56949,56960,11,S
7991,56717,56964,247,W
8052,56955,56968,13,N
8054,56962,56972,10,E
7993,56728,56976,248,W
8056,56971,56980,9,S
8057,56975,56984,9,N
8058,56976,56988,12,E
7997,56739,56992,253,W
8060,56990,56996,6,E
7998,56750,57000,250,W
8062,56993,57004,11,S
8063,56995,57008,13,N
8002,56761,57012,251,W
8065,57004,57016,12,E
8004,56772,57020,248,W
8067,57015,57024,9,S
8068,57015,57028,13,N
8069,57018,57032,14,E
8008,56783,57036,253,W
8071,57032,57040,8,E
8072,57035,57044,9,N
8010,56794,57048,254,W
8074,57037,57052,15,S
8075,57046,57056,10,E
8013,56805,57060,255,W
8077,57055,57064,9,N
8079,57059,57068,9,S
8080,57060,57072,12,E
8016,56816,57076,260,W
8082,57074,57080,6,E
8083,57075,57084,9,N
8019,56827,57088,261,W
8085,57081,57092,11,S
8086,57088,57096,8,E
8022,56838,57100,262,W
8088,57095,57104,9,N
8024,56849,57108,259,W
8089,57102,57112,10,E
8091,57103,57116,13,S
8027,56860,57120,260,W
8093,57115,57124,9,N
8094,57116,57128,12,E
8030,56871,57132,261,W
8096,57125,57136,11,S
8097,57130,57140,10,E
8033,56882,57144,262,W
8098,57135,57148,13,N
8100,57144,57152,8,E
8036,56893,57156,263,W
8102,57147,57160,13,S
8103,57155,57164,9,N
8038,56904,57168,264,W
8105,57158,57172,14,E
8042,56915,57176,261,W
8107,57169,57180,11,S
8108,57172,57184,12,E
8109,57175,57188,13,N
8044,56926,57192,266,W
8111,57186,57196,10,E
8113,57191,57200,9,S
8048,56937,57204,267,W
8114,57195,57208,13,N
8115,57200,57212,12,E
8050,56948,57216,268,W
8118,57213,57220,7,S
8119,57214,57224,10,E
8120,57215,57228,13,N
8053,56959,57232,273,W
8122,57228,57236,8,E
8055,56970,57240,270,W
8124,57235,57244,9,S
8125,57235,57248,13,N
8059,56981,57252,271,W
8126,57242,57256,14,E
8061,56992,57260,268,W
8128,57255,57264,9,N
8129,57256,57268,12,E
8131,57257,57272,15,S
8064,57003,57276,273,W
8133,57270,57280,10,E
8134,57275,57284,9,N
8066,57014,57288,274,W
8136,57279,57292,13,S
8137,57284,57296,12,E
8070,57025,57300,275,W
8139,57295,57304,9,N
8140,57298,57308,10,E
8073,57036,57312,276,W
8142,57301,57316,15,S
8144,57312,57320,8,E
8076,57047,57324,277,W
8145,57315,57328,13,N
8147,57323,57332,9,S
8078,57058,57336,278,W
8148,57326,57340,14,E
8150,57335,57344,9,N
8081,57069,57348,279,W
8151,57340,57352,12,E
8153,57345,57356,11,S
8084,57080,57360,280,W
8154,57354,57364,10,E
8155,57355,57368,13,N
8087,57091,57372,281,W
8158,57367,57376,9,S
8159,57368,57380,12,E
8090,57102,57384,282,W
8160,57375,57388,13,N
8162,57382,57392,10,E
8092,57113,57396,283,W
8164,57389,57400,11,S
8165,57395,57404,9,N
8166,57396,57408,12,E
8095,57124,57412,288,W
8168,57410,57416,6,E
8170,57411,57420,9,S
8099,57135,57424,289,W
8171,57415,57428,13,N
8173,57424,57432,8,E
8101,57146,57436,290,W
8175,57433,57440,7,S
8176,57435,57444,9,N
8104,57157,57448,291,W
8177,57438,57452,14,E
8106,57168,57456,288,W
8179,57452,57460,8,E
8181,57455,57464,9,S
8182,57455,57468,13,N
8110,57179,57472,293,W
8184,57466,57476,10,E
8112,57190,57480,290,W
8185,57475,57484,9,N
8187,57477,57488,11,S
8188,57480,57492,12,E
8116,57201,57496,295,W
8190,57494,57500,6,E
8191,57495,57504,9,N
8117,57212,57508,296,W
8193,57499,57512,13,S
8194,57508,57516,8,E
8121,57223,57520,297,W
8196,57515,57524,9,N
8123,57234,57528,294,W
8198,57521,57532,11,S
8199,57522,57536,14,E
8127,57245,57540,295,W
8201,57535,57544,9,N
8202,57536,57548,12,E
8130,57256,57552,296,W
8204,57543,57556,13,S
8205,57550,57560,10,E
8132,57267,57564,297,W
8207,57555,57568,13,N
8208,57564,57572,8,E
8135,57278,57576,298,W
8210,57565,57580,15,S
8211,57575,57584,9,N
8138,57289,57588,299,W
8213,57578,57592,14,E
8215,57587,57596,9,S
8141,57300,57600,300,W
8216,57592,57604,12,E
8217,57595,57608,13,N
8143,57311,57612,301,W
8219,57606,57616,10,E
8221,57609,57620,11,S
8146,57322,57624,302,W
8222,57615,57628,13,N
8223,57618,57632,14,E
8149,57333,57636,303,W
8226,57629,57640,11,S
8227,57630,57644,14,E
8228,57633,57648,15,N
8152,57344,57652,308,W
8230,57642,57656,14,E
8232,57649,57660,11,S
8233,57651,57664,13,N
8156,57355,57668,313,W
8234,57654,57672,18,E
8157,57366,57676,310,W
8238,57669,57680,11,S
8239,57669,57684,15,N
8236,57666,57688,22,E
8161,57377,57692,315,W
8242,57687,57696,9,N
8240,57678,57700,22,E
8244,57689,57704,15,S
8163,57388,57708,320,W
8245,57690,57712,22,E
8248,57705,57716,11,N
8167,57399,57720,321,W
8250,57709,57724,15,S
8247,57702,57728,26,E
8169,57410,57732,322,W
8253,57723,57736,13,N
8251,57714,57740,26,E
8256,57729,57744,15,S
8172,57421,57748,327,W
8254,57726,57752,26,E
8259,57741,57756,15,N
8174,57432,57760,328,W
8261,57749,57764,15,S
8257,57738,57768,30,E
8264,57759,57772,13,N
8178,57443,57776,333,W
8262,57750,57780,30,E
8267,57769,57784,15,S
8180,57454,57788,334,W
8269,57777,57792,15,N
8265,57762,57796,34,E
8183,57465,57800,335,W
8273,57789,57804,15,S
8274,57795,57808,13,N
8268,57774,57812,38,E
8186,57476,57816,340,W
8278,57809,57820,11,S
8271,57786,57824,38,E
8280,57813,57828,15,N
8189,57487,57832,345,W
8275,57798,57836,38,E
8284,57829,57840,11,S
8285,57831,57844,13,N
8192,57498,57848,350,W
8279,57810,57852,42,E
8195,57509,57856,347,W
8290,57849,57860,11,S
8291,57849,57864,15,N
8282,57822,57868,46,E
