Car_Number,Arrive,Depart,Wait,Direction
6159,48874,48880,6,W
6160,48878,48884,6,E
6161,48888,48888,0,W
6162,48895,48896,1,E
6163,48896,48900,4,N
6164,48901,48904,3,S
6165,48902,48908,6,W
6166,48912,48912,0,E
6167,48916,48916,0,W
6168,48922,48924,2,N
6169,48929,48932,3,S
6170,48929,48936,7,E
6171,48930,48940,10,W
6172,48944,48944,0,W
6173,48946,48948,2,E
6174,48948,48952,4,N
6175,48957,48960,3,S
6176,48958,48964,6,W
6177,48963,48968,5,E
6178,48972,48972,0,W
6179,48974,48976,2,N
6180,48980,48980,0,E
6181,48985,48988,3,S
6182,48986,48992,6,W
6183,48997,49000,3,E
6184,49000,49004,4,N
6185,49000,49008,8,W
6186,49013,49016,3,S
6187,49014,49020,6,E
6188,49014,49024,10,W
6189,49026,49028,2,N
6190,49028,49032,4,W
6191,49031,49036,5,E
6192,49041,49044,3,S
6193,49042,49048,6,W
6194,49048,49052,4,E
6195,49052,49056,4,N
6196,49056,49060,4,W
6197,49065,49068,3,E
6198,49069,49072,3,S
6199,49070,49076,6,W
6200,49078,49080,2,N
6201,49082,49084,2,E
6202,49084,49088,4,W
6203,49097,49100,3,S
6204,49098,49104,6,W
6205,49099,49108,9,E
6206,49104,49112,8,N
6207,49112,49116,4,W
6208,49116,49120,4,E
6209,49125,49128,3,S
6210,49126,49132,6,W
6211,49130,49136,6,N
6212,49133,49140,7,E
6213,49140,49144,4,W
6214,49150,49152,2,E
6215,49153,49156,3,S
6216,49154,49160,6,W
6217,49156,49164,8,N
6218,49167,49168,1,E
6219,49168,49172,4,W
6220,49181,49184,3,S
6221,49182,49188,6,N
6222,49182,49192,10,W
6223,49184,49196,12,E
6224,49196,49200,4,W
6225,49201,49204,3,E
6226,49208,49208,0,N
6227,49209,49212,3,S
6228,49210,49216,6,W
6229,49218,49220,2,E
6230,49224,49224,0,W
6231,49234,49236,2,N
6232,49235,49240,5,E
6233,49237,49244,7,S
6234,49238,49248,10,W
6235,49252,49252,0,E
6236,49252,49256,4,W
6237,49260,49260,0,N
6238,49265,49268,3,S
6239,49266,49272,6,W
6240,49269,49276,7,E
6241,49280,49280,0,W
6242,49286,49288,2,N
6243,49286,49292,6,E
6244,49293,49296,3,S
6245,49294,49300,6,W
6246,49303,49304,1,E
6247,49308,49308,0,W
6248,49312,49312,0,N
6249,49320,49320,0,E
6250,49321,49324,3,S
6251,49322,49328,6,W
6252,49336,49336,0,W
6253,49337,49340,3,E
6254,49338,49344,6,N
6255,49349,49352,3,S
6256,49350,49356,6,W
6257,49354,49360,6,E
6258,49364,49364,0,N
6259,49364,49368,4,W
6260,49371,49372,1,E
6261,49377,49380,3,S
6262,49378,49384,6,W
6263,49388,49388,0,E
6264,49390,49392,2,N
6265,49392,49396,4,W
6266,49405,49408,3,S
6267,49405,49412,7,E
6268,49406,49416,10,W
6269,49416,49420,4,N
6270,49420,49424,4,W
6271,49422,49428,6,E
6272,49433,49436,3,S
6273,49434,49440,6,W
6274,49439,49444,5,E
6275,49442,49448,6,N
6276,49448,49452,4,W
6277,49456,49456,0,E
6278,49461,49464,3,S
6279,49462,49468,6,W
6280,49468,49472,4,N
6281,49473,49476,3,E
6282,49476,49480,4,W
6283,49489,49492,3,S
6284,49490,49496,6,E
6285,49490,49500,10,W
6286,49494,49504,10,N
6287,49504,49508,4,W
6288,49507,49512,5,E
6289,49517,49520,3,S
6290,49518,49524,6,W
6291,49520,49528,8,N
6292,49524,49532,8,E
6293,49532,49536,4,W
6294,49541,49544,3,E
6295,49545,49548,3,S
6296,49546,49552,6,N
6297,49546,49556,10,W
6298,49558,49560,2,E
6299,49560,49564,4,W
6300,49572,49572,0,N
6301,49573,49576,3,S
6302,49574,49580,6,W
6303,49575,49584,9,E
6304,49588,49588,0,W
6305,49592,49592,0,E
6306,49598,49600,2,N
6307,49601,49604,3,S
6308,49602,49608,6,W
6309,49609,49612,3,E
6310,49616,49616,0,W
6311,49624,49624,0,N
6312,49626,49628,2,E
6313,49629,49632,3,S
6314,49630,49636,6,W
6315,49643,49644,1,E
6316,49644,49648,4,W
6317,49650,49652,2,N
6318,49657,49660,3,S
6319,49658,49664,6,W
6320,49660,49668,8,E
6321,49672,49672,0,W
6322,49676,49676,0,N
6323,49677,49680,3,E
6324,49685,49688,3,S
6325,49686,49692,6,W
6326,49694,49696,2,E
6327,49700,49700,0,W
6328,49702,49704,2,N
6329,49711,49712,1,E
6330,49713,49716,3,S
6331,49714,49720,6,W
6332,49728,49728,0,N
6333,49728,49732,4,E
6334,49728,49736,8,W
6335,49741,49744,3,S
6336,49742,49748,6,W
6337,49745,49752,7,E
6338,49754,49756,2,N
6339,49756,49760,4,W
6340,49762,49764,2,E
6341,49769,49772,3,S
6342,49770,49776,6,W
6343,49779,49780,1,E
6344,49780,49784,4,N
6345,49784,49788,4,W
6346,49796,49796,0,E
6347,49797,49800,3,S
6348,49798,49804,6,W
6349,49806,49808,2,N
6350,49812,49812,0,W
6351,49813,49816,3,E
6352,49825,49828,3,S
6353,49826,49832,6,W
6354,49830,49836,6,E
6355,49832,49840,8,N
6356,49840,49844,4,W
6357,49847,49848,1,E
6358,49853,49856,3,S
6359,49854,49860,6,W
6360,49858,49864,6,N
6361,49864,49868,4,E
6362,49868,49872,4,W
6363,49881,49884,3,S
6364,49881,49888,7,E
6365,49882,49892,10,W
6366,49884,49896,12,N
6367,49896,49900,4,W
6368,49898,49904,6,E
6369,49909,49912,3,S
6370,49910,49916,6,N
6371,49910,49920,10,W
6372,49915,49924,9,E
6373,49924,49928,4,W
6374,49932,49932,0,E
6375,49936,49936,0,N
6376,49937,49940,3,S
6377,49938,49944,6,W
6378,49949,49952,3,E
6379,49952,49956,4,W
6380,49962,49964,2,N
6381,49965,49968,3,S
6382,49966,49972,6,E
6383,49966,49976,10,W
6384,49980,49980,0,W
6385,49983,49984,1,E
6386,49988,49988,0,N
6387,49993,49996,3,S
6388,49994,50000,6,W
6389,50000,50004,4,E
6390,50008,50008,0,W
6391,50014,50016,2,N
6392,50017,50020,3,E
6393,50021,50024,3,S
6394,50022,50028,6,W
6395,50034,50036,2,E
6396,50036,50040,4,W
6397,50040,50044,4,N
6398,50049,50052,3,S
6399,50050,50056,6,W
6400,50051,50060,9,E
6401,50064,50064,0,W
6402,50066,50068,2,N
6403,50068,50072,4,E
6404,50077,50080,3,S
6405,50078,50084,6,W
6406,50085,50088,3,E
6407,50092,50092,0,N
6408,50092,50096,4,W
6409,50102,50104,2,E
6410,50105,50108,3,S
6411,50106,50112,6,W
6412,50118,50120,2,N
6413,50119,50124,5,E
6414,50120,50128,8,W
6415,50133,50136,3,S
6416,50134,50140,6,W
6417,50136,50144,8,E
6418,50144,50148,4,N
6419,50148,50152,4,W
6420,50153,50156,3,E
6421,50161,50164,3,S
6422,50162,50168,6,W
6423,50170,50172,2,N
6424,50170,50176,6,E
6425,50176,50180,4,W
6426,50187,50188,1,E
6427,50189,50192,3,S
6428,50190,50196,6,W
6429,50196,50200,4,N
6430,50204,50204,0,E
6431,50204,50208,4,W
6432,50217,50220,3,S
6433,50218,50224,6,W
6434,50221,50228,7,E
6435,50222,50232,10,N
6436,50232,50236,4,W
6437,50238,50240,2,E
6438,50245,50248,3,S
6439,50246,50252,6,W
6440,50248,50256,8,N
6441,50255,50260,5,E
6442,50260,50264,4,W
6443,50272,50272,0,E
6444,50273,50276,3,S
6445,50274,50280,6,N
6446,50274,50284,10,W
6447,50288,50288,0,W
6448,50289,50292,3,E
6449,50300,50300,0,N
6450,50301,50304,3,S
6451,50302,50308,6,W
6452,50306,50312,6,E
6453,50316,50316,0,W
6454,50323,50324,1,E
6455,50326,50328,2,N
6456,50329,50332,3,S
6457,50330,50336,6,W
6458,50340,50340,0,E
6459,50344,50344,0,W
6460,50352,50352,0,N
6461,50357,50360,3,S
6462,50357,50364,7,E
6463,50358,50368,10,W
6464,50372,50372,0,W
6465,50374,50376,2,E
6466,50378,50380,2,N
6467,50385,50388,3,S
6468,50386,50392,6,W
6469,50391,50396,5,E
6470,50400,50400,0,W
6471,50404,50404,0,N
6472,50408,50408,0,E
6473,50412,50412,0,W
6474,50413,50416,3,S
6475,50424,50424,0,E
6476,50424,50428,4,W
6477,50427,50432,5,N
6478,50436,50436,0,W
6479,50439,50440,1,S
6480,50440,50444,4,E
6481,50448,50448,0,W
6482,50450,50452,2,N
6483,50456,50456,0,E
6484,50460,50460,0,W
6485,50465,50468,3,S
6486,50472,50472,0,E
6487,50472,50476,4,W
6488,50473,50480,7,N
6489,50484,50484,0,W
6490,50488,50488,0,E
6491,50491,50492,1,S
6492,50496,50496,0,N
6493,50496,50500,4,W
6494,50504,50504,0,E
6495,50508,50508,0,W
6496,50517,50520,3,S
6497,50519,50524,5,N
6498,50520,50528,8,E
6499,50520,50532,12,W
6500,50532,50536,4,W
6501,50536,50540,4,E
6502,50542,50544,2,N
6503,50543,50548,5,S
6504,50544,50552,8,W
6505,50552,50556,4,E
6506,50556,50560,4,W
6507,50565,50568,3,N
6508,50568,50572,4,E
6509,50568,50576,8,W
6510,50569,50580,11,S
6511,50580,50584,4,W
6512,50584,50588,4,E
6513,50588,50592,4,N
6514,50592,50596,4,W
6515,50595,50600,5,S
6516,50600,50604,4,E
6517,50604,50608,4,W
6518,50611,50612,1,N
6519,50616,50616,0,E
6520,50616,50620,4,W
6521,50621,50624,3,S
6522,50628,50628,0,W
6523,50632,50632,0,E
6524,50634,50636,2,N
6525,50640,50640,0,W
6526,50647,50648,1,S
6527,50648,50652,4,E
6528,50652,50656,4,W
6529,50657,50660,3,N
6530,50664,50664,0,E
6531,50664,50668,4,W
6532,50673,50676,3,S
6533,50676,50680,4,W
6534,50680,50684,4,N
6535,50680,50688,8,E
6536,50688,50692,4,W
6537,50696,50696,0,E
6538,50699,50700,1,S
6539,50700,50704,4,W
6540,50703,50708,5,N
6541,50712,50712,0,E
6542,50712,50716,4,W
6543,50724,50724,0,W
6544,50725,50728,3,S
6545,50726,50732,6,N
6546,50728,50736,8,E
6547,50736,50740,4,W
6548,50744,50744,0,E
6549,50748,50748,0,W
6550,50749,50752,3,N
6551,50751,50756,5,S
6552,50760,50760,0,E
6553,50760,50764,4,W
6554,50772,50772,0,N
6555,50772,50776,4,W
6556,50776,50780,4,E
6557,50777,50784,7,S
6558,50784,50788,4,W
6559,50792,50792,0,E
6560,50795,50796,1,N
6561,50796,50800,4,W
6562,50803,50804,1,S
6563,50808,50808,0,E
6564,50808,50812,4,W
6565,50818,50820,2,N
6566,50820,50824,4,W
6567,50824,50828,4,E
6568,50829,50832,3,S
6569,50832,50836,4,W
6570,50840,50840,0,E
6571,50841,50844,3,N
6572,50844,50848,4,W
6573,50855,50856,1,S
6574,50856,50860,4,E
6575,50856,50864,8,W
6576,50864,50868,4,N
6577,50868,50872,4,W
6578,50872,50876,4,E
6579,50880,50880,0,W
6580,50881,50884,3,S
6581,50887,50888,1,N
6582,50888,50892,4,E
6583,50892,50896,4,W
6584,50904,50904,0,E
6585,50904,50908,4,W
6586,50907,50912,5,S
6587,50910,50916,6,N
6588,50916,50920,4,W
6589,50920,50924,4,E
6590,50928,50928,0,W
6591,50933,50936,3,S
6592,50933,50940,7,N
6593,50936,50944,8,E
6594,50940,50948,8,W
6595,50952,50952,0,E
6596,50952,50956,4,W
6597,50956,50960,4,N
6598,50959,50964,5,S
6599,50964,50968,4,W
6600,50968,50972,4,E
6601,50976,50976,0,W
6602,50979,50980,1,N
6603,50984,50984,0,E
6604,50985,50988,3,S
6605,50988,50992,4,W
6606,51000,51000,0,E
6607,51000,51004,4,W
6608,51002,51008,6,N
6609,51011,51012,1,S
6610,51012,51016,4,W
6611,51016,51020,4,E
6612,51024,51024,0,W
6613,51025,51028,3,N
6614,51032,51032,0,E
6615,51036,51036,0,W
6616,51037,51040,3,S
6617,51048,51048,0,N
6618,51048,51052,4,E
6619,51048,51056,8,W
6620,51060,51060,0,W
6621,51063,51064,1,S
6622,51064,51068,4,E
6623,51071,51072,1,N
6624,51072,51076,4,W
6625,51080,51080,0,E
6626,51084,51084,0,W
6627,51089,51092,3,S
6628,51094,51096,2,N
6629,51096,51100,4,E
6630,51096,51104,8,W
6631,51108,51108,0,W
6632,51112,51112,0,E
6633,51115,51116,1,S
6634,51117,51120,3,N
6635,51120,51124,4,W
6636,51128,51128,0,E
6637,51132,51132,0,W
6638,51140,51140,0,N
6639,51141,51144,3,S
6640,51144,51148,4,E
6641,51144,51152,8,W
6642,51156,51156,0,W
6643,51160,51160,0,E
6644,51163,51164,1,N
6645,51167,51168,1,S
6646,51168,51172,4,W
6647,51176,51176,0,E
6648,51180,51180,0,W
6649,51186,51188,2,N
6650,51192,51192,0,E
6651,51192,51196,4,W
6652,51193,51200,7,S
6653,51204,51204,0,W
6654,51208,51208,0,E
6655,51209,51212,3,N
6656,51216,51216,0,W
6657,51219,51220,1,S
6658,51224,51224,0,E
6659,51228,51228,0,W
6660,51232,51232,0,N
6661,51240,51240,0,E
6662,51240,51244,4,W
6663,51245,51248,3,S
6664,51252,51252,0,W
6665,51255,51256,1,N
6666,51256,51260,4,E
6667,51264,51264,0,W
6668,51271,51272,1,S
6669,51272,51276,4,E
6670,51276,51280,4,W
6671,51278,51284,6,N
6672,51288,51288,0,E
6673,51288,51292,4,W
6674,51297,51300,3,S
6675,51300,51304,4,W
6676,51301,51308,7,N
6677,51304,51312,8,E
6678,51312,51316,4,W
6679,51320,51320,0,E
6680,51323,51324,1,S
6681,51324,51328,4,N
6682,51324,51332,8,W
6683,51336,51336,0,E
6684,51336,51340,4,W
6685,51347,51348,1,N
6686,51348,51352,4,W
6687,51349,51356,7,S
6688,51352,51360,8,E
6689,51360,51364,4,W
6690,51368,51368,0,E
6691,51370,51372,2,N
6692,51372,51376,4,W
6693,51375,51380,5,S
6694,51384,51384,0,E
6695,51384,51388,4,W
6696,51393,51396,3,N
6697,51396,51400,4,W
6698,51400,51404,4,E
6699,51401,51408,7,S
6700,51408,51412,4,W
6701,51416,51416,0,N
6702,51416,51420,4,E
6703,51420,51424,4,W
6704,51427,51428,1,S
6705,51432,51432,0,E
6706,51432,51436,4,W
6707,51439,51440,1,N
6708,51444,51444,0,W
6709,51448,51448,0,E
6710,51453,51456,3,S
6711,51456,51460,4,W
6712,51462,51464,2,N
6713,51464,51468,4,E
6714,51468,51472,4,W
6715,51479,51480,1,S
6716,51480,51484,4,E
6717,51480,51488,8,W
6718,51485,51492,7,N
6719,51492,51496,4,W
6720,51496,51500,4,E
6721,51504,51504,0,W
6722,51505,51508,3,S
6723,51508,51512,4,N
6724,51512,51516,4,E
6725,51516,51520,4,W
6726,51528,51528,0,E
6727,51528,51532,4,W
6728,51531,51536,5,S
6729,51531,51540,9,N
6730,51540,51544,4,W
6731,51544,51548,4,E
6732,51552,51552,0,W
6733,51554,51556,2,N
6734,51557,51560,3,S
6735,51560,51564,4,E
6736,51564,51568,4,W
6737,51576,51576,0,E
6738,51576,51580,4,W
6739,51577,51584,7,N
6740,51583,51588,5,S
6741,51588,51592,4,W
6742,51592,51596,4,E
6743,51600,51600,0,N
6744,51600,51604,4,W
6745,51608,51608,0,E
6746,51609,51612,3,S
6747,51612,51616,4,W
6748,51623,51624,1,N
6749,51624,51628,4,E
6750,51624,51632,8,W
6751,51635,51636,1,S
6752,51636,51640,4,W
6753,51640,51644,4,E
6754,51646,51648,2,N
6755,51648,51652,4,W
6756,51656,51656,0,E
6757,51660,51660,0,W
6758,51661,51664,3,S
6759,51669,51672,3,N
6760,51672,51676,4,E
6761,51672,51680,8,W
6762,51684,51684,0,W
6763,51687,51688,1,S
6764,51688,51692,4,E
6765,51692,51696,4,N
6766,51696,51700,4,W
6767,51704,51704,0,E
6768,51708,51708,0,W
6769,51713,51716,3,S
6770,51715,51720,5,N
6771,51720,51724,4,E
6772,51720,51728,8,W
6773,51732,51732,0,W
6774,51736,51736,0,E
6775,51738,51740,2,N
6776,51739,51744,5,S
6777,51744,51748,4,W
6778,51752,51752,0,E
6779,51756,51756,0,W
6780,51761,51764,3,N
6781,51765,51768,3,S
6782,51768,51772,4,E
6783,51768,51776,8,W
6784,51780,51780,0,W
6785,51784,51784,0,N
6786,51784,51788,4,E
6787,51791,51792,1,S
6788,51792,51796,4,W
6789,51800,51800,0,E
6790,51804,51804,0,W
6791,51807,51808,1,N
6792,51816,51816,0,E
6793,51816,51820,4,W
6794,51817,51824,7,S
6795,51828,51828,0,W
6796,51830,51832,2,N
6797,51832,51836,4,E
6798,51840,51840,0,W
6799,51843,51844,1,S
6800,51848,51848,0,E
6801,51852,51852,0,W
6802,51853,51856,3,N
6803,51864,51864,0,E
6804,51864,51868,4,W
6805,51869,51872,3,S
6806,51876,51876,0,N
6807,51876,51880,4,W
6808,51880,51884,4,E
6809,51888,51888,0,W
6810,51895,51896,1,S
6811,51896,51900,4,E
6812,51899,51904,5,N
6813,51900,51908,8,W
6814,51912,51912,0,E
6815,51912,51916,4,W
6816,51921,51924,3,S
6817,51922,51928,6,N
6818,51924,51932,8,W
6819,51928,51936,8,E
6820,51936,51940,4,W
6821,51944,51944,0,E
6822,51945,51948,3,N
6823,51947,51952,5,S
6824,51948,51956,8,W
6825,51960,51960,0,E
6826,51960,51964,4,W
6827,51968,51968,0,N
6828,51972,51972,0,W
6829,51973,51976,3,S
6830,51976,51980,4,E
6831,51984,51984,0,W
6832,51991,51992,1,N
6833,51992,51996,4,E
6834,51996,52000,4,W
6835,51999,52004,5,S
6836,52008,52008,0,E
6837,52008,52012,4,W
6838,52014,52016,2,N
6839,52020,52020,0,W
6840,52024,52024,0,E
6841,52025,52028,3,S
6842,52032,52032,0,W
6843,52037,52040,3,N
6844,52040,52044,4,E
6845,52044,52048,4,W
6846,52051,52052,1,S
6847,52056,52056,0,E
6848,52056,52060,4,W
6849,52060,52064,4,N
6850,52068,52068,0,W
6851,52072,52072,0,E
6852,52077,52080,3,S
6853,52080,52084,4,W
6854,52083,52088,5,N
6855,52088,52092,4,E
6856,52092,52096,4,W
6857,52103,52104,1,S
6858,52104,52108,4,E
6859,52104,52112,8,W
6860,52106,52116,10,N
6861,52116,52120,4,W
6862,52120,52124,4,E
6863,52128,52128,0,W
6864,52129,52132,3,S
6865,52129,52136,7,N
6866,52136,52140,4,E
6867,52140,52144,4,W
6868,52152,52152,0,N
6869,52152,52156,4,E
6870,52152,52160,8,W
6871,52155,52164,9,S
6872,52164,52168,4,W
6873,52168,52172,4,E
6874,52175,52176,1,N
6875,52176,52180,4,W
6876,52181,52184,3,S
6877,52184,52188,4,E
6878,52188,52192,4,W
6879,52198,52200,2,N
6880,52200,52204,4,E
6881,52200,52208,8,W
6882,52207,52212,5,S
6883,52212,52216,4,W
6884,52216,52220,4,E
6885,52221,52224,3,N
6886,52224,52228,4,W
6887,52232,52232,0,E
6888,52233,52236,3,S
6889,52236,52240,4,W
6890,52244,52244,0,N
6891,52248,52248,0,E
6892,52248,52252,4,W
6893,52259,52260,1,S
6894,52260,52264,4,W
6895,52264,52268,4,E
6896,52267,52272,5,N
6897,52272,52276,4,W
6898,52280,52280,0,E
6899,52284,52284,0,W
6900,52285,52288,3,S
6901,52290,52292,2,N
6902,52296,52296,0,E
6903,52296,52300,4,W
6904,52308,52308,0,W
6905,52311,52312,1,S
6906,52312,52316,4,E
6907,52313,52320,7,N
6908,52320,52324,4,W
6909,52328,52328,0,E
6910,52332,52332,0,W
6911,52336,52336,0,N
6912,52337,52340,3,S
6913,52344,52344,0,E
6914,52344,52348,4,W
6915,52356,52356,0,W
6916,52359,52360,1,N
6917,52360,52364,4,E
6918,52363,52368,5,S
6919,52368,52372,4,W
6920,52376,52376,0,E
6921,52380,52380,0,W
6922,52382,52384,2,N
6923,52389,52392,3,S
6924,52392,52396,4,E
6925,52392,52400,8,W
6926,52404,52404,0,W
6927,52405,52408,3,N
6928,52408,52412,4,E
6929,52415,52416,1,S
6930,52416,52420,4,W
6931,52424,52424,0,E
6932,52428,52428,0,N
6933,52428,52432,4,W
6934,52440,52440,0,E
6935,52440,52444,4,W
6936,52441,52448,7,S
6937,52451,52452,1,N
6938,52452,52456,4,W
6939,52456,52460,4,E
6940,52464,52464,0,W
6941,52467,52468,1,S
6942,52472,52472,0,E
6943,52474,52476,2,N
6944,52476,52480,4,W
6945,52488,52488,0,E
6946,52488,52492,4,W
6947,52493,52496,3,S
6948,52497,52500,3,N
6949,52500,52504,4,W
6950,52504,52508,4,E
6951,52512,52512,0,W
6952,52519,52520,1,S
6953,52520,52524,4,N
6954,52520,52528,8,E
6955,52524,52532,8,W
6956,52536,52536,0,E
6957,52536,52540,4,W
6958,52543,52544,1,N
6959,52545,52548,3,S
6960,52548,52552,4,W
6961,52552,52556,4,E
6962,52560,52560,0,W
6963,52566,52568,2,N
6964,52568,52572,4,E
6965,52571,52576,5,S
6966,52572,52580,8,W
6967,52584,52584,0,E
6968,52584,52588,4,W
6969,52589,52592,3,N
6970,52596,52596,0,W
6971,52597,52600,3,S
6972,52600,52604,4,E
6973,52608,52608,0,W
6974,52612,52612,0,N
6975,52616,52616,0,E
6976,52620,52620,0,W
6977,52623,52624,1,S
6978,52632,52632,0,E
6979,52632,52636,4,W
6980,52635,52640,5,N
6981,52644,52644,0,W
6982,52648,52648,0,E
6983,52649,52652,3,S
6984,52656,52656,0,W
6985,52658,52660,2,N
6986,52664,52664,0,E
6987,52668,52668,0,W
6988,52675,52676,1,S
6989,52680,52680,0,E
6990,52680,52684,4,W
6991,52681,52688,7,N
6992,52692,52692,0,W
6993,52696,52696,0,E
6994,52701,52704,3,S
6995,52704,52708,4,N
6996,52704,52712,8,W
6997,52712,52716,4,E
6998,52716,52720,4,W
6999,52727,52728,1,S
7000,52727,52732,5,N
7001,52728,52736,8,E
7002,52728,52740,12,W
7003,52740,52744,4,W
7004,52744,52748,4,E
7005,52750,52752,2,N
7006,52752,52756,4,W
7007,52753,52760,7,S
7008,52760,52764,4,E
7009,52764,52768,4,W
7010,52773,52776,3,N
7011,52776,52780,4,E
7012,52776,52784,8,W
7013,52779,52788,9,S
7014,52788,52792,4,W
7015,52792,52796,4,E
7016,52796,52800,4,N
7017,52800,52804,4,W
7018,52805,52808,3,S
7019,52808,52812,4,E
7020,52812,52816,4,W
7021,52819,52820,1,N
7022,52824,52824,0,E
7023,52824,52828,4,W
7024,52831,52832,1,S
7025,52836,52836,0,W
7026,52840,52840,0,E
7027,52842,52844,2,N
7028,52848,52848,0,W
7029,52856,52856,0,E
7030,52857,52860,3,S
7031,52860,52864,4,W
7032,52865,52868,3,N
7033,52872,52872,0,E
7034,52872,52876,4,W
7035,52883,52884,1,S
7036,52884,52888,4,W
7037,52888,52892,4,N
7038,52888,52896,8,E
7039,52896,52900,4,W
7040,52904,52904,0,E
7041,52908,52908,0,W
7042,52909,52912,3,S
7043,52911,52916,5,N
7044,52920,52920,0,E
7045,52920,52924,4,W
7046,52932,52932,0,W
7047,52934,52936,2,N
7048,52935,52940,5,S
7049,52936,52944,8,E
7050,52944,52948,4,W
7051,52952,52952,0,E
7052,52956,52956,0,W
7053,52957,52960,3,N
7054,52961,52964,3,S
7055,52968,52968,0,E
7056,52968,52972,4,W
7057,52980,52980,0,N
7058,52980,52984,4,W
7059,52984,52988,4,E
7060,52987,52992,5,S
7061,52992,52996,4,W
7062,53000,53000,0,E
7063,53003,53004,1,N
7064,53004,53008,4,W
7065,53013,53016,3,S
7066,53016,53020,4,E
7067,53016,53024,8,W
7068,53026,53028,2,N
7069,53028,53032,4,W
7070,53032,53036,4,E
7071,53039,53040,1,S
7072,53040,53044,4,W
7073,53048,53048,0,E
7074,53049,53052,3,N
7075,53052,53056,4,W
7076,53064,53064,0,E
7077,53064,53068,4,W
7078,53065,53072,7,S
7079,53072,53076,4,N
7080,53076,53080,4,W
7081,53080,53084,4,E
7082,53088,53088,0,W
7083,53091,53092,1,S
7084,53095,53096,1,N
7085,53096,53100,4,E
7086,53100,53104,4,W
7087,53112,53112,0,E
7088,53112,53116,4,W
7089,53117,53120,3,S
7090,53118,53124,6,N
7091,53124,53128,4,W
7092,53128,53132,4,E
7093,53136,53136,0,W
7094,53141,53144,3,N
7095,53143,53148,5,S
7096,53144,53152,8,E
7097,53148,53156,8,W
7098,53160,53160,0,E
7099,53160,53164,4,W
7100,53164,53168,4,N
7101,53169,53172,3,S
7102,53172,53176,4,W
7103,53176,53180,4,E
7104,53184,53184,0,W
7105,53187,53188,1,N
7106,53192,53192,0,E
7107,53195,53196,1,S
7108,53196,53200,4,W
7109,53208,53208,0,E
7110,53208,53212,4,W
7111,53210,53216,6,N
7112,53220,53220,0,W
7113,53221,53224,3,S
7114,53224,53228,4,E
7115,53232,53232,0,W
7116,53233,53236,3,N
7117,53240,53240,0,E
7118,53244,53244,0,W
7119,53247,53248,1,S
7120,53256,53256,0,N
7121,53256,53260,4,E
7122,53256,53264,8,W
7123,53268,53268,0,W
7124,53272,53272,0,E
7125,53273,53276,3,S
7126,53279,53280,1,N
7127,53280,53284,4,W
7128,53288,53288,0,E
7129,53292,53292,0,W
7130,53299,53300,1,S
7131,53302,53304,2,N
7132,53304,53308,4,E
7133,53304,53312,8,W
7134,53316,53316,0,W
7135,53320,53320,0,E
7136,53325,53328,3,S
7137,53325,53332,7,N
7138,53328,53336,8,W
7139,53336,53340,4,E
7140,53340,53344,4,W
7141,53348,53348,0,N
7142,53351,53352,1,S
7143,53352,53356,4,E
7144,53352,53360,8,W
7145,53364,53364,0,W
7146,53368,53368,0,E
7147,53371,53372,1,N
7148,53376,53376,0,W
7149,53377,53380,3,S
7150,53384,53384,0,E
7151,53388,53388,0,W
7152,53394,53396,2,N
7153,53400,53400,0,E
7154,53400,53404,4,W
7155,53403,53408,5,S
7156,53412,53412,0,W
7157,53416,53416,0,E
7158,53417,53420,3,N
7159,53424,53424,0,W
7160,53429,53432,3,S
7161,53432,53436,4,E
7162,53436,53440,4,W
7163,53440,53444,4,N
7164,53448,53448,0,E
7165,53448,53452,4,W
7166,53455,53456,1,S
7167,53460,53460,0,W
7168,53463,53464,1,N
7169,53464,53468,4,E
7170,53472,53472,0,W
7171,53480,53480,0,E
7172,53481,53484,3,S
7173,53484,53488,4,W
7174,53486,53492,6,N
7175,53496,53496,0,E
7176,53496,53500,4,W
7177,53507,53508,1,S
7178,53508,53512,4,W
7179,53509,53516,7,N
7180,53512,53520,8,E
7181,53520,53524,4,W
7182,53528,53528,0,E
7183,53532,53532,0,N
7184,53532,53536,4,W
7185,53533,53540,7,S
7186,53544,53544,0,E
7187,53544,53548,4,W
7188,53555,53556,1,N
7189,53556,53560,4,W
7190,53559,53564,5,S
7191,53560,53568,8,E
7192,53568,53572,4,W
7193,53576,53576,0,E
7194,53578,53580,2,N
7195,53580,53584,4,W
7196,53585,53588,3,S
7197,53592,53592,0,E
7198,53592,53596,4,W
7199,53601,53604,3,N
7200,53604,53608,4,W
7201,53608,53612,4,E
7202,53611,53616,5,S
7203,53616,53620,4,W
7204,53624,53624,0,N
7205,53624,53628,4,E
7206,53628,53632,4,W
7207,53637,53640,3,S
7208,53640,53644,4,E
7209,53640,53648,8,W
7210,53647,53652,5,N
7211,53652,53656,4,W
7212,53656,53660,4,E
7213,53663,53664,1,S
7214,53664,53668,4,W
7215,53670,53672,2,N
7216,53672,53676,4,E
7217,53676,53680,4,W
7218,53688,53688,0,E
7219,53688,53692,4,W
7220,53689,53696,7,S
7221,53693,53700,7,N
7222,53700,53704,4,W
7223,53704,53708,4,E
7224,53712,53712,0,W
7225,53715,53716,1,S
7226,53716,53720,4,N
7227,53720,53724,4,E
7228,53724,53728,4,W
7229,53736,53736,0,E
7230,53736,53740,4,W
7231,53739,53744,5,N
7232,53741,53748,7,S
7233,53748,53752,4,W
